startdate	 starttime	 price	 pricecolor	 availability	 departure	 destination	 distance	 kmpereuro	 duration	
2016-05-31 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-05-31 	 21:50 	 6 	 price-red 	 3 	 Zürich 	 Stockach 	 88814 	 14 	 1
2016-06-01 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-01 	 07:00 	 30 	 price-red 	 3 	 Zürich 	 Frankfurt am Main 	 403767 	 13 	 4
2016-06-01 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-01 	 07:30 	 4 	 price-green 	 1 	 Zürich 	 Basel 	 87139 	 21 	 1
2016-06-01 	 09:10 	 4 	 price-orange 	 3 	 Zürich 	 Oensingen 	 74557 	 18 	 0
2016-06-01 	 11:40 	 2 	 price-green 	 3 	 Zürich 	 Oberägeri 	 45543 	 22 	 0
2016-06-01 	 13:10 	 25 	 price-orange 	 3 	 Zürich 	 Frankfurt am Main 	 397579 	 15 	 3
2016-06-01 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-01 	 17:00 	 3 	 price-green 	 2 	 Zürich 	 Feldkirch 	 128736 	 42 	 1
2016-06-01 	 17:00 	 5 	 price-green 	 3 	 Zürich 	 Bregenz 	 124945 	 24 	 1
2016-06-01 	 19:00 	 19 	 price-orange 	 3 	 Zürich 	 München 	 310475 	 16 	 3
2016-06-01 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-06-02 	 06:00 	 50 	 price-orange 	 5 	 Zürich 	 Cottbus 	 845965 	 16 	 7
2016-06-02 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-02 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-02 	 11:30 	 11 	 price-orange 	 3 	 Zürich 	 Stuttgart 	 216700 	 19 	 2
2016-06-02 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-02 	 16:00 	 6 	 price-red 	 4 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-06-02 	 17:20 	 6 	 price-green 	 2 	 Zürich 	 Lustenau 	 117508 	 19 	 1
2016-06-02 	 17:30 	 28 	 price-red 	 3 	 Zürich 	 Frankfurt am Main 	 403767 	 14 	 4
2016-06-02 	 18:00 	 19 	 price-red 	 2 	 Zürich 	 Karlsruhe 	 274469 	 14 	 2
2016-06-02 	 18:00 	 20 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 17 	 3
2016-06-02 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-06-03 	 00:00 	 25 	 price-orange 	 2 	 Erlenbach 	 Frankfurt am Main 	 413806 	 16 	 4
2016-06-03 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-03 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-03 	 08:00 	 45 	 price-orange 	 2 	 Opfikon 	 Montpellier 	 725340 	 16 	 6
2016-06-03 	 11:30 	 17 	 price-orange 	 3 	 Zürich 	 München 	 310475 	 18 	 3
2016-06-03 	 12:00 	 20 	 price-red 	 3 	 Zürich 	 München 	 310475 	 15 	 3
2016-06-03 	 13:00 	 5 	 price-orange 	 2 	 Zürich 	 Basel 	 83469 	 16 	 1
2016-06-03 	 13:00 	 20 	 price-red 	 4 	 Schwerzenbach 	 München 	 298626 	 14 	 3
2016-06-03 	 14:20 	 9 	 price-red 	 3 	 Zürich 	 Lindau (Bodensee) 	 131567 	 14 	 1
2016-06-03 	 15:10 	 20 	 price-orange 	 2 	 Kloten 	 Saarbrücken 	 348407 	 17 	 3
2016-06-03 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-06-03 	 15:30 	 15 	 price-orange 	 3 	 Schwerzenbach 	 Ulm 	 241643 	 16 	 2
2016-06-03 	 15:50 	 15 	 price-orange 	 3 	 Kloten 	 Le Grand-Saconnex 	 278191 	 18 	 2
2016-06-03 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-03 	 16:10 	 3 	 price-green 	 3 	 Geroldswil 	 Lörrach 	 73426 	 24 	 0
2016-06-03 	 16:30 	 2 	 price-red 	 3 	 Dietikon 	 Baden 	 19104 	 9 	 0
2016-06-03 	 16:30 	 6 	 price-green 	 2 	 Zürich 	 Bern 	 121257 	 20 	 1
2016-06-03 	 16:50 	 40 	 price-red 	 4 	 Zürich 	 Dortmund 	 617981 	 15 	 5
2016-06-03 	 17:00 	 4 	 price-orange 	 2 	 Kloten 	 Sankt Blasien 	 67971 	 16 	 1
2016-06-03 	 17:00 	 8 	 price-green 	 3 	 Zürich 	 Herrenberg 	 183961 	 22 	 1
2016-06-03 	 17:00 	 33 	 price-red 	 3 	 Zürich 	 Meiningen 	 475914 	 14 	 4
2016-06-03 	 18:00 	 18 	 price-red 	 3 	 Zürich 	 Ulm 	 247119 	 13 	 2
2016-06-03 	 18:00 	 45 	 price-orange 	 3 	 Zürich 	 Cottbus 	 845965 	 18 	 7
2016-06-03 	 18:10 	 5 	 price-green 	 2 	 Zürich 	 Titisee-Neustadt 	 111183 	 22 	 1
2016-06-03 	 18:50 	 25 	 price-green 	 3 	 Schlieren 	 Suhl 	 503817 	 20 	 4
2016-06-03 	 19:00 	 4 	 price-orange 	 3 	 Zürich 	 Konstanz 	 70396 	 17 	 0
2016-06-03 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-06-03 	 19:30 	 15 	 price-red 	 4 	 Zürich 	 Stuttgart 	 216700 	 14 	 2
2016-06-04 	 04:00 	 40 	 price-orange 	 1 	 Zürich 	 Hannover 	 724511 	 18 	 7
2016-06-04 	 07:20 	 12 	 price-orange 	 3 	 Zürich 	 Stuttgart 	 214710 	 17 	 2
2016-06-04 	 19:00 	 19 	 price-red 	 4 	 Zürich 	 Karlsruhe 	 271518 	 14 	 2
2016-06-05 	 14:50 	 48 	 price-orange 	 3 	 Zürich 	 Berlin 	 838639 	 17 	 7
2016-06-05 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-06-05 	 18:30 	 8 	 price-orange 	 1 	 Zürich 	 Lindau (Bodensee) 	 138849 	 17 	 1
2016-06-05 	 19:00 	 25 	 price-orange 	 3 	 Zürich 	 Trier 	 431515 	 17 	 4
2016-06-05 	 20:30 	 10 	 price-red 	 3 	 Zürich 	 Ravensburg 	 143662 	 14 	 1
2016-06-05 	 21:10 	 14 	 price-green 	 1 	 Zürich 	 München 	 310475 	 22 	 3
2016-06-05 	 21:40 	 1 	 price-green 	 3 	 Dietikon 	 Zug 	 33894 	 33 	 0
2016-06-06 	 00:20 	 3 	 price-green 	 3 	 Zürich 	 Glarus 	 70422 	 23 	 0
2016-06-06 	 06:00 	 20 	 price-red 	 1 	 Zürich 	 München 	 307411 	 15 	 3
2016-06-06 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-06 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-06-06 	 11:10 	 9 	 price-red 	 3 	 Zürich 	 Bern 	 126630 	 14 	 1
2016-06-06 	 12:20 	 3 	 price-green 	 3 	 Zürich 	 Emmetten 	 77095 	 25 	 0
2016-06-06 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-06 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-06-06 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-06-07 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-07 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-06-07 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-07 	 08:00 	 11 	 price-orange 	 3 	 Berikon 	 Reutlingen 	 219544 	 19 	 2
2016-06-07 	 13:40 	 7 	 price-orange 	 2 	 Zürich 	 Bern 	 121257 	 17 	 1
2016-06-07 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-07 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-06-07 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-06-08 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-08 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-08 	 14:10 	 4 	 price-green 	 3 	 Zürich 	 Sankt Gallen 	 86215 	 21 	 0
2016-06-08 	 14:10 	 15 	 price-orange 	 2 	 Zürich 	 Milano 	 280099 	 18 	 3
2016-06-08 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-08 	 19:30 	 4 	 price-green 	 3 	 Zürich 	 Steißlingen 	 80614 	 20 	 1
2016-06-09 	 05:00 	 11 	 price-orange 	 3 	 Zürich 	 Stuttgart 	 216700 	 19 	 2
2016-06-09 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-09 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-09 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-09 	 16:00 	 6 	 price-red 	 4 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-06-09 	 17:00 	 20 	 price-red 	 Ausgebucht 	 Zürich 	 München 	 307411 	 15 	 3
2016-06-09 	 18:00 	 19 	 price-red 	 2 	 Zürich 	 Karlsruhe 	 274469 	 14 	 2
2016-06-09 	 18:50 	 9 	 price-green 	 3 	 Zürich 	 Böblingen 	 197523 	 21 	 2
2016-06-10 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-10 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-10 	 13:00 	 5 	 price-orange 	 2 	 Zürich 	 Basel 	 83469 	 16 	 1
2016-06-10 	 13:00 	 20 	 price-red 	 4 	 Schwerzenbach 	 München 	 298626 	 14 	 3
2016-06-10 	 14:20 	 9 	 price-red 	 3 	 Zürich 	 Lindau (Bodensee) 	 131567 	 14 	 1
2016-06-10 	 15:00 	 23 	 price-orange 	 3 	 Dübendorf 	 Nürnberg 	 412855 	 17 	 4
2016-06-10 	 15:10 	 20 	 price-orange 	 2 	 Kloten 	 Saarbrücken 	 348407 	 17 	 3
2016-06-10 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-06-10 	 15:30 	 15 	 price-orange 	 3 	 Schwerzenbach 	 Ulm 	 241643 	 16 	 2
2016-06-10 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-10 	 16:00 	 7 	 price-orange 	 3 	 Zürich 	 Bregenz 	 120928 	 17 	 1
2016-06-10 	 17:00 	 8 	 price-green 	 3 	 Zürich 	 Herrenberg 	 183961 	 22 	 1
2016-06-10 	 17:00 	 33 	 price-red 	 3 	 Zürich 	 Meiningen 	 475914 	 14 	 4
2016-06-10 	 17:30 	 1 	 price-red 	 3 	 Dübendorf 	 Küsnacht 	 15383 	 15 	 0
2016-06-10 	 18:00 	 18 	 price-red 	 3 	 Zürich 	 Ulm 	 247119 	 13 	 2
2016-06-10 	 18:00 	 45 	 price-orange 	 3 	 Zürich 	 Cottbus 	 845965 	 18 	 7
2016-06-10 	 19:30 	 15 	 price-red 	 4 	 Zürich 	 Stuttgart 	 216700 	 14 	 2
2016-06-10 	 19:32 	 19 	 price-red 	 4 	 Zürich 	 Karlsruhe 	 271518 	 14 	 2
2016-06-10 	 23:30 	 5 	 price-orange 	 2 	 Zürich 	 Basel 	 87139 	 17 	 1
2016-06-11 	 08:00 	 25 	 price-orange 	 2 	 Zürich 	 Verona 	 430856 	 17 	 4
2016-06-11 	 10:00 	 2 	 price-green 	 3 	 Zürich 	 Schaffhausen 	 51873 	 25 	 0
2016-06-11 	 23:10 	 2 	 price-green 	 3 	 Zürich 	 Luzern 	 51996 	 25 	 0
2016-06-12 	 09:00 	 20 	 price-green 	 3 	 Dübendorf 	 Chemnitz 	 640556 	 32 	 5
2016-06-12 	 10:00 	 60 	 price-orange 	 1 	 Zürich 	 Flensburg 	 1023335 	 17 	 9
2016-06-12 	 10:00 	 18 	 price-green 	 1 	 Zürich 	 Pirna 	 740178 	 41 	 6
2016-06-12 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-06-12 	 19:00 	 25 	 price-orange 	 2 	 Zürich 	 Mainz 	 406723 	 16 	 4
2016-06-13 	 06:00 	 10 	 price-orange 	 2 	 Zürich 	 Rust 	 176163 	 17 	 1
2016-06-13 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-13 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-06-13 	 10:00 	 64 	 price-orange 	 3 	 Zürich 	 Bari 	 1164597 	 18 	 11
2016-06-13 	 11:10 	 9 	 price-red 	 3 	 Zürich 	 Bern 	 126630 	 14 	 1
2016-06-13 	 15:40 	 3 	 price-green 	 2 	 Zürich 	 Basel 	 87139 	 29 	 1
2016-06-13 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-13 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-06-14 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-14 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-06-14 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-14 	 07:30 	 20 	 price-green 	 5 	 Zürich 	 Giesen 	 700679 	 35 	 6
2016-06-14 	 09:50 	 10 	 price-green 	 2 	 Zürich 	 Lugano 	 205435 	 20 	 2
2016-06-14 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-14 	 16:00 	 20 	 price-green 	 3 	 Zürich 	 Frankfurt am Main 	 403767 	 20 	 4
2016-06-14 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-06-15 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-15 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-15 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-15 	 17:50 	 11 	 price-orange 	 2 	 Zürich 	 Stuttgart 	 216700 	 19 	 2
2016-06-16 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-16 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-16 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-16 	 16:00 	 1 	 price-green 	 3 	 Zürich 	 Winterthur 	 23833 	 23 	 0
2016-06-16 	 16:00 	 6 	 price-red 	 4 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-06-16 	 17:20 	 40 	 price-orange 	 2 	 Regensdorf 	 Riesa 	 725813 	 18 	 7
2016-06-16 	 18:00 	 19 	 price-red 	 2 	 Zürich 	 Karlsruhe 	 274469 	 14 	 2
2016-06-16 	 19:30 	 13 	 price-green 	 4 	 Zürich 	 München 	 310475 	 23 	 3
2016-06-17 	 03:30 	 7 	 price-orange 	 2 	 Zürich 	 Bern 	 121257 	 17 	 1
2016-06-17 	 06:40 	 2 	 price-red 	 3 	 Zürich 	 Baden 	 23699 	 11 	 0
2016-06-17 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-17 	 10:00 	 30 	 price-green 	 2 	 Zürich 	 Szombathely 	 863580 	 28 	 8
2016-06-17 	 13:00 	 5 	 price-orange 	 2 	 Zürich 	 Basel 	 83469 	 16 	 1
2016-06-17 	 13:00 	 20 	 price-red 	 4 	 Schwerzenbach 	 München 	 298626 	 14 	 3
2016-06-17 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-06-17 	 15:30 	 15 	 price-orange 	 3 	 Schwerzenbach 	 Ulm 	 241643 	 16 	 2
2016-06-17 	 15:50 	 3 	 price-red 	 3 	 Zürich 	 Frauenfeld 	 43507 	 14 	 0
2016-06-17 	 16:00 	 15 	 price-green 	 2 	 Zürich 	 Würzburg 	 359585 	 23 	 3
2016-06-17 	 16:00 	 52 	 price-orange 	 3 	 Zürich 	 Budapest 	 990528 	 19 	 9
2016-06-17 	 16:30 	 2 	 price-red 	 3 	 Zürich 	 Winterthur 	 24181 	 12 	 0
2016-06-17 	 17:00 	 4 	 price-orange 	 2 	 Kloten 	 Sankt Blasien 	 67971 	 16 	 1
2016-06-17 	 17:00 	 8 	 price-green 	 3 	 Zürich 	 Herrenberg 	 183961 	 22 	 1
2016-06-17 	 17:00 	 22 	 price-orange 	 3 	 Zürich 	 Nürnberg 	 422170 	 19 	 4
2016-06-17 	 17:00 	 33 	 price-red 	 3 	 Zürich 	 Meiningen 	 475914 	 14 	 4
2016-06-17 	 17:20 	 30 	 price-red 	 3 	 Zürich 	 Frankfurt am Main 	 405207 	 13 	 3
2016-06-17 	 18:00 	 18 	 price-red 	 3 	 Zürich 	 Ulm 	 247119 	 13 	 2
2016-06-17 	 18:10 	 20 	 price-orange 	 3 	 Zürich 	 Darmstadt 	 379979 	 18 	 3
2016-06-18 	 11:20 	 20 	 price-red 	 2 	 Zürich 	 Chamonix-Mont-Blanc 	 293865 	 14 	 3
2016-06-18 	 21:40 	 6 	 price-orange 	 2 	 Zürich 	 Villingen-Schwenningen 	 118147 	 19 	 1
2016-06-19 	 06:50 	 11 	 price-green 	 3 	 Zürich 	 München 	 310785 	 28 	 3
2016-06-19 	 08:00 	 7 	 price-green 	 2 	 Zürich 	 Dresden 	 720771 	 102 	 6
2016-06-19 	 09:00 	 19 	 price-red 	 Ausgebucht 	 Zürich 	 Karlsruhe 	 274469 	 14 	 2
2016-06-19 	 15:20 	 22 	 price-orange 	 3 	 Zürich 	 Würzburg 	 358738 	 16 	 3
2016-06-19 	 20:20 	 2 	 price-green 	 3 	 Zürich 	 Lachen 	 41333 	 20 	 0
2016-06-19 	 22:00 	 1 	 price-green 	 3 	 Zürich 	 Zug 	 33752 	 33 	 0
2016-06-20 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-06-20 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-06-20 	 17:20 	 5 	 price-green 	 2 	 Zürich 	 Bern 	 121257 	 24 	 1
2016-06-20 	 17:40 	 7 	 price-green 	 4 	 Zürich 	 Bern 	 121257 	 17 	 1
2016-06-21 	 04:10 	 22 	 price-orange 	 2 	 Zürich 	 Nürnberg 	 422170 	 19 	 4
2016-06-21 	 07:20 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 1560 	 1 	 0
2016-06-21 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-21 	 08:00 	 18 	 price-green 	 4 	 Zürich 	 Budapest 	 994082 	 55 	 9
2016-06-21 	 17:10 	 1 	 price-red 	 3 	 Zürich 	 Zürich 	 790 	 0 	 0
2016-06-22 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-22 	 08:00 	 25 	 price-orange 	 2 	 Zürich 	 Frankfurt am Main 	 403767 	 16 	 4
2016-06-22 	 10:00 	 4 	 price-orange 	 3 	 Zürich 	 Konstanz 	 70396 	 17 	 0
2016-06-23 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-23 	 16:00 	 6 	 price-red 	 4 	 Zürich 	 Basel 	 87139 	 14 	 1
2016-06-23 	 17:00 	 22 	 price-orange 	 3 	 Zürich 	 Nürnberg 	 422170 	 19 	 4
2016-06-23 	 18:00 	 19 	 price-red 	 2 	 Zürich 	 Karlsruhe 	 274469 	 14 	 2
2016-06-24 	 07:30 	 3 	 price-red 	 2 	 Zürich 	 Frauenfeld 	 43698 	 14 	 0
2016-06-24 	 13:00 	 5 	 price-orange 	 2 	 Zürich 	 Basel 	 83469 	 16 	 1
2016-06-24 	 13:00 	 20 	 price-red 	 4 	 Schwerzenbach 	 München 	 298626 	 14 	 3
2016-06-24 	 13:30 	 38 	 price-green 	 3 	 Zürich 	 Budapest 	 990528 	 26 	 9
2016-06-24 	 15:00 	 20 	 price-red 	 2 	 Zürich 	 München 	 310475 	 15 	 3
2016-06-24 	 15:30 	 15 	 price-orange 	 3 	 Schwerzenbach 	 Ulm 	 241643 	 16 	 2
2016-06-24 	 16:00 	 52 	 price-orange 	 3 	 Zürich 	 Budapest 	 990528 	 19 	 9
2016-06-24 	 17:00 	 4 	 price-orange 	 2 	 Kloten 	 Sankt Blasien 	 67971 	 16 	 1
2016-06-24 	 17:00 	 8 	 price-green 	 3 	 Zürich 	 Herrenberg 	 183961 	 22 	 1
2016-06-24 	 17:00 	 33 	 price-red 	 3 	 Zürich 	 Meiningen 	 475914 	 14 	 4
2016-06-24 	 17:20 	 30 	 price-red 	 3 	 Zürich 	 Frankfurt am Main 	 405207 	 13 	 3
2016-06-24 	 18:00 	 18 	 price-red 	 3 	 Zürich 	 Ulm 	 247119 	 13 	 2
2016-06-24 	 19:32 	 19 	 price-red 	 4 	 Zürich 	 Karlsruhe 	 271518 	 14 	 2
